FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin,TYPE_HOSP
PROMISE HOSPITAL OF SAN DIEGO,20004,2000,Private,-0.493448627,Comparable
PROVIDENCE HOLY CROSS MEDICAL CENTER,20004,2000,Private,-0.002187341,Comparable
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,20004,2000,Private,0.008351674,Comparable
QUEEN OF THE VALLEY HOSPITAL,20004,2000,Private,0.097846748,Comparable
RANCHO SPECIALTY HOSPITAL,20002,2000,Private,-0.028381068,Comparable
REDBUD COMMUNITY HOSPITAL,20004,2000,Private,-0.125274357,Comparable
REDLANDS COMMUNITY HOSPITAL,20004,2000,Private,0.030879448,Comparable
REDWOOD MEMORIAL HOSPITAL,20004,2000,Private,0.04076608,Comparable
REGIONAL MEDICAL CENTER OF SAN JOSE,20004,2000,Private,-0.259952082,Comparable
REHABILITATION INST AT SANTA BARBARA,20004,2000,Private,-0.091996175,Comparable
RESNICK NEUROPSYCHIATRIC HOSP AT UCLA,20004,2000,Private,0.15194266,Comparable
RIDEOUT MEMORIAL HOSPITAL,20004,2000,Private,0.066458806,Comparable
RIDGECREST REGIONAL HOSPITAL,20004,2000,Private,0.07301206,Comparable
RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,20004,2000,Private,0.097624508,Comparable
RIVERSIDE COMMUNITY HOSPITAL,20004,2000,Private,0.083892712,Comparable
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,20004,2000,Public,0.149001182,Comparable
ROBERT F. KENNEDY MEDICAL CENTER,20004,2000,Private,0.012083627,Comparable
S.T.A.R.S. PSYCHIATRIC HEALTH FACILITY -,20004,2000,Private,-0.055354799,Psychiatric Health Facilities
SACRAMENTO COUNTY MENTAL HEALTH TRMT CTR,20004,2000,Public,0.088563144,Psychiatric Health Facilities
SADDLEBACK MEMORIAL MEDICAL CENTER,20004,2000,Private,0.013449454,Comparable
SALINAS VALLEY MEMORIAL HOSPITAL,20004,2000,Public,0.075730222,Comparable
SAN ANTONIO COMMUNITY HOSPITAL,20004,2000,Private,-0.00912356,Comparable
SAN CLEMENTE HOSPITAL AND MEDICAL CENTER,20004,2000,Private,-0.084854399,Comparable
SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,20004,2000,Public,0,LTC Emphasis
SAN DIEGO HOSPICE ACUTE CARE CENTER,20004,2000,Private,0.508232632,Comparable
SAN DIEGO REHABILITATION INSTITUTE,20002,2000,Private,0.091347058,Comparable
SAN DIMAS COMMUNITY HOSPITAL,20004,2000,Private,0.005762031,Comparable
SAN FRANCISCO GENERAL HOSP MED CTR,20004,2000,Public,-0.631263046,Comparable
SAN GABRIEL VALLEY MEDICAL CENTER,20004,2000,Private,0.066047853,Comparable
SAN GORGONIO MEMORIAL HOSPITAL,20004,2000,Public,-0.270725102,Comparable
SAN JOAQUIN COMMUNITY HOSPITAL,20004,2000,Private,-0.031932092,Comparable
SAN JOAQUIN COUNTY MENTAL HEALTH SERVICE,20004,2000,Public,0,Psychiatric Health Facilities
SAN JOAQUIN GENERAL HOSPITAL,20004,2000,Public,0.084337917,Comparable
SAN JOAQUIN VALLEY REHAB HOSPITAL,20004,2000,Private,0.03529565,Comparable
SAN JOSE MEDICAL CENTER,20004,2000,Private,-0.00749196,Comparable
SAN LEANDRO HOSPITAL,20004,2000,Private,-0.058751339,Comparable
SAN LUIS OBISPO COUNTY MENTAL HEALTH,20004,2000,Public,0.069014145,Comparable
SAN LUIS OBISPO GENERAL HOSPITAL,20004,2000,Public,0.040141881,Comparable
SAN MATEO MEDICAL CENTER,20004,2000,Public,-0.132278114,Comparable
SAN RAMON REGIONAL MEDICAL CENTER,20004,2000,Private,0.130617032,Comparable
SAN RAMON REHABILITATION HOSPITAL,20004,2000,Private,0.050689639,Comparable
SANTA ANA HOSPITAL MEDICAL CENTER,20004,2000,Private,0.129124274,Comparable
SANTA BARBARA COTTAGE HOSPITAL,20004,2000,Private,0.081243385,Comparable
SANTA BARBARA COUNTY - PHF,20004,2000,Public,-1.112934983,Psychiatric Health Facilities
SANTA CLARA VALLEY MEDICAL CENTER,20004,2000,Public,0.070211098,Comparable
SANTA MONICA - UCLA MEDICAL CENTER,20004,2000,Private,-0.148337967,Comparable
SANTA PAULA MEMORIAL HOSPITAL,20004,2000,Private,-0.281560207,Comparable
SANTA ROSA MEMORIAL HOSPITAL,20004,2000,Private,0.07460006,Comparable
SANTA TERESITA HOSPITAL,20004,2000,Private,-0.028674068,Comparable
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20004,2000,Private,-0.222997046,Comparable
SCRIPPS GREEN HOSPITAL,20004,2000,Private,0.031770639,Comparable
SCRIPPS HOSPITAL - EAST COUNTY,20002,2000,Private,-0.427512764,Comparable
SCRIPPS MEMORIAL HOSPITAL - CHULA VISTA,20004,2000,Private,-0.20219842,Comparable
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20004,2000,Private,-0.022007172,Comparable
SCRIPPS MEMORIAL HOSPITAL-LA JOLLA,20004,2000,Private,-0.025678702,Comparable
SCRIPPS MERCY HOSPITAL,20004,2000,Private,-0.008053952,Comparable
SELMA DISTRICT HOSPITAL,20004,2000,Private,-0.210324557,Comparable
SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,20004,2000,Public,0.129460396,Psychiatric Health Facilities
SENECA HEALTHCARE DISTRICT,20004,2000,Public,-0.054736923,Comparable
SEQUOIA HOSPITAL,20004,2000,Private,0.077153997,Comparable
SETON MEDICAL CENTER,20004,2000,Private,-0.002530845,Comparable
SETON MEDICAL CENTER - COASTSIDE,20004,2000,Private,-0.138590141,Comparable
SHARP CABRILLO HOSPITAL,20004,2000,Private,0.201971214,Comparable
SHARP CHULA VISTA MEDICAL CENTER,20004,2000,Private,0.034669266,Comparable
SHARP CORONADO HOSPITAL & HEALTHCARE CTR,20004,2000,Private,-0.00101792,Comparable
SHARP MARY BIRCH HOSPITAL FOR WOMEN,20004,2000,Private,0.137264232,Comparable
SHARP MEMORIAL HOSPITAL,20004,2000,Private,0.100070983,Comparable
SHARP VISTA PACIFICA,20004,2000,Private,-0.204457781,Comparable
SHASTA CO MENTAL HEALTH SERVICES- PHF,20004,2000,Public,3.15397E-07,Psychiatric Health Facilities
SHASTA REGIONAL MEDICAL CENTER,20004,2000,Private,0.357829566,Comparable
SHERMAN OAKS HOSPITAL & HEALTH CENTER,20004,2000,Private,0.080158841,Comparable
SHRINERS HOSPITAL FOR CHILDREN,20004,2000,Private,-182.4301509,Shriners Hospitals
SHRINERS HOSPITALS FOR CHILDREN NORTHERN,20004,2000,Private,#DIV/0!,Shriners Hospitals
SIERRA KINGS DISTRICT HOSPITAL,20004,2000,Public,-0.061040217,Comparable
SIERRA NEVADA MEMORIAL HOSPITAL,20004,2000,Private,0.092310615,Comparable
SIERRA VALLEY DISTRICT HOSPITAL,20004,2000,Public,-0.149827237,Comparable
SIERRA VIEW DISTRICT HOSPITAL,20004,2000,Public,-0.041280891,Comparable
SIERRA VISTA HOSPITAL,20004,2000,Private,0.141053684,Comparable
SIERRA VISTA REGIONAL MEDICAL CENTER,20004,2000,Private,0.191469131,Comparable
SIMI VALLEY HOSP & HLTH SVCS-SYCAMORE,20004,2000,Private,-0.092922091,Comparable
SONOMA DEVELOPMENTAL CENTER,20004,2000,Public,0.000398824,State Hospitals
SONOMA VALLEY HOSPITAL,20004,2000,Public,-0.039169071,Comparable
SONORA COMMUNITY HOSPITAL - FOREST,20004,2000,Private,0.014109453,Comparable
SOUTH BAY COMMUNITY HOSPITAL,20004,2000,Private,-0.014983055,Comparable
SOUTH COAST MEDICAL CENTER,20004,2000,Private,0.016389292,Comparable
SOUTHERN INYO HOSPITAL,20004,2000,Public,-0.001614938,Comparable
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,20004,2000,Private,0.281276494,Comparable
SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,20004,2000,Private,0.134760184,Comparable
ST. AGNES MEDICAL CENTER,20004,2000,Private,0.144757326,Comparable
ST. BERNARDINE MEDICAL CENTER,20004,2000,Private,0.033400742,Comparable
ST. ELIZABETH COMMUNITY HOSPITAL,20004,2000,Private,0.126739578,Comparable
ST. FRANCIS MED CTR-SANTA BARBARA,20004,2000,Private,-0.07327941,Comparable
ST. FRANCIS MEDICAL CENTER,20004,2000,Private,0.123681517,Comparable
ST. FRANCIS MEMORIAL HOSPITAL,20004,2000,Private,0.057877681,Comparable
ST. HELENA HOSPITAL,20004,2000,Private,0.005826178,Comparable
ST. HELENA HOSPITAL BEH HLT CTR,20004,2000,Private,0.021994077,Comparable
ST. JOHNS HOSPITAL AND HEALTH CENTER,20004,2000,Private,0.092566579,Comparable
ST. JOHNS PLEASANT VALLEY HOSPITAL,20004,2000,Private,0.032374574,Comparable
ST. JOHNS REGIONAL MEDICAL CENTER,20004,2000,Private,0.068621139,Comparable
ST. JOSEPH HOSPITAL - EUREKA,20004,2000,Private,-0.105852293,Comparable
ST. JOSEPH HOSPITAL - ORANGE,20004,2000,Private,-0.018233096,Comparable
ST. JOSEPHS BEHAVIORAL HEALTH CENTER,20004,2000,Private,0.048247786,Comparable
ST. JOSEPHS MEDICAL CENTER OF STOCKTON,20004,2000,Private,-0.056296841,Comparable
ST. JUDE MEDICAL CENTER,20004,2000,Private,0.152966827,Comparable
ST. LOUISE REGIONAL HOSPITAL,20004,2000,Private,-0.105281566,Comparable
ST. LUKE MEDICAL CENTER,20004,2000,Private,-0.126802556,Comparable
ST. LUKES HOSPITAL,20004,2000,Private,0.11447772,Comparable
ST. MARY  MEDICAL CENTER,20004,2000,Private,0.04052918,Comparable
ST. MARY MEDICAL CENTER,20004,2000,Private,-0.135103499,Comparable
ST. MARYS MEDICAL CENTER,20004,2000,Private,-0.105788622,Comparable
ST. ROSE HOSPITAL,20004,2000,Private,-0.219457696,Comparable
ST. VINCENT MEDICAL CENTER,20004,2000,Private,0.108574968,Comparable
STANFORD UNIVERSITY HOSPITAL,20004,2000,Private,-0.128694966,Comparable
STANISLAUS BEHAVIORNAL HEALTH CENTER,20004,2000,Public,0.051328849,Comparable
STANISLAUS SURG CENTER,20004,2000,Private,-0.180174578,Comparable
STAR VIEW ADOLESCENT - PHF,20004,2000,Private,0.500447199,Psychiatric Health Facilities
SUBURBAN MEDICAL CENTER,20004,2000,Private,0.331762544,Comparable
SUMMIT MEDICAL CENTER,20004,2000,Private,-0.085214427,Comparable
SUN HEALTH ROBERT H BALLARD REHAB HSP,20004,2000,Private,0.18940816,Comparable
SURPRISE VALLEY COMMUNITY HOSPITAL,20004,2000,Public,-0.009021709,Comparable
SUTTER AMADOR HOSPITAL,20004,2000,Private,0.041405001,Comparable
SUTTER AMADOR HOSPITAL (OLD),20002,2000,Private,0.129507752,Comparable
SUTTER AUBURN FAITH HOSPITAL,20004,2000,Private,0.069995562,Comparable
SUTTER CENTER FOR PSYCHIATRY,20004,2000,Private,0.045513513,Comparable
SUTTER COAST HOSPITAL,20004,2000,Private,-0.023287771,Comparable
SUTTER DAVIS HOSPITAL,20004,2000,Private,0.013778906,Comparable
SUTTER DELTA MEDICAL CENTER,20004,2000,Private,0.118839629,Comparable
SUTTER LAKESIDE HOSPITAL,20004,2000,Private,-0.021695811,Comparable
SUTTER MATERNITY & SURGERY CENTER,20004,2000,Private,-0.010266736,Comparable
SUTTER MEDICAL CENTER OF SANTA ROSA,20004,2000,Private,-0.093903153,Comparable
SUTTER MEDICAL CENTER-SACRAMENTO,20004,2000,Private,0.133481484,Comparable
SUTTER ROSEVILLE MEDICAL CENTER,20004,2000,Private,0.116871984,Comparable
SUTTER SOLANO MEDICAL CENTER,20004,2000,Private,0.097598586,Comparable
SUTTER TRACY COMMUNITY HOSPITAL,20004,2000,Private,0.206491745,Comparable
SUTTER WARRACK HOSPITAL,20004,2000,Private,-0.09986316,Comparable
SUTTER-YUBA - PHF,20004,2000,Public,-0.178998992,Psychiatric Health Facilities
TAHOE FOREST HOSPITAL,20004,2000,Public,0.020890683,Comparable
TARZANA TREATMENT CENTER,20004,2000,Private,-0.012951567,Comparable
TEHACHAPI HOSPITAL,20004,2000,Public,-0.125153764,Comparable
TELECARE SOLANO - PHF,20004,2000,Private,0.04754541,Psychiatric Health Facilities
TEMPLE COMMUNITY HOSPITAL,20004,2000,Private,0.01094875,Comparable
THE HEART HOSPITAL,20004,2000,Private,0.296488955,Comparable
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20004,2000,Private,0.071709492,Comparable
TOM REDGATE MEMORIAL RECOVERY CENTER,20004,2000,Private,-0.06295698,Comparable
TORRANCE MEMORIAL MEDICAL CENTER,20004,2000,Private,0.113136348,Comparable
TRI-CITY MEDICAL CENTER,20004,2000,Public,-0.03935064,Comparable
TRI-CITY REGIONAL MEDICAL CENTER,20004,2000,Private,0.052286623,Comparable
TRINITY GENERAL HOSPITAL,20004,2000,Public,-0.052438756,Comparable
TULARE DISTRICT HOSPITAL,20004,2000,Public,-0.085634707,Comparable
TUOLUMNE GENERAL HOSPITAL,20004,2000,Public,0.03537779,Comparable
TUSTIN HOSPITAL MEDICAL CENTER,20004,2000,Private,-0.508553551,Comparable
TUSTIN REHABILITATION HOSPITAL,20004,2000,Private,0.00504101,Comparable
TWIN CITIES COMMUNITY HOSPITAL,20004,2000,Private,0.235169992,Comparable
UCLA MEDICAL CENTER,20004,2000,Private,0.023667018,Comparable
UCSF MEDICAL CENTER,20004,2000,Private,-0.06584406,Comparable
UKIAH VALLEY MEDICAL CENTER,20004,2000,Private,-0.027367489,Comparable
UNIVERSITY OF CALIF - SAN DIEGO MED CTR,20004,2000,Private,0.193936114,Comparable
UNIVERSITY OF CALIFORNIA DAVIS MED CTR,20004,2000,Private,0.18853235,Comparable
UNIVERSITY OF CALIFORNIA IRVINE MED CTR,20004,2000,Private,0.211943307,Comparable
USC KENNETH NORRIS JR. CANCER HOSPITAL,20004,2000,Private,0.038627146,Comparable
USC UNIVERSITY HOSPITAL,20004,2000,Private,0.221360442,Comparable
VACA VALLEY HOSPITAL,20004,2000,Private,0.281369183,Comparable
VALLEY MEMORIAL HOSPITAL,20004,2000,Private,0.035059846,Comparable
VALLEY PLAZA DOCTORS HOSPITAL,20004,2000,Private,0.134436407,Comparable
VALLEY PRESBYTERIAN HOSPITAL,20004,2000,Private,0.032960667,Comparable
VAN NUYS HOSPITAL,20004,2000,Private,0.212860974,Comparable
VENTURA COUNTY MEDICAL CENTER,20004,2000,Public,0.222730054,Comparable
VERDUGO HILLS HOSPITAL,20004,2000,Private,-0.031591836,Comparable
VICTOR VALLEY COMMUNITY HOSPITAL,20004,2000,Private,-0.055095768,Comparable
WALNUT CREEK HOSPITAL,20001,2000,Private,-0.160890135,Comparable
WASHINGTON HOSPITAL - FREMONT,20004,2000,Public,0.084801864,Comparable
WATSONVILLE COMMUNITY HOSPITAL,20004,2000,Private,0.073803216,Comparable
WEST ANAHEIM MEDICAL CENTER,20004,2000,Private,0.135364939,Comparable
WEST HILLS HOSPITAL & MEDICAL CENTER,20004,2000,Private,-0.039046997,Comparable
WESTERN MEDICAL CENTER-ANAHEIM,20004,2000,Private,-0.0520739,Comparable
WESTERN MEDICAL CENTER-SANTA ANA,20004,2000,Private,0.19045184,Comparable
WHITE MEMORIAL MEDICAL CENTER,20004,2000,Private,0.193580718,Comparable
WHITTIER HOSPITAL MEDICAL CENTER,20004,2000,Private,0.158356023,Comparable
WOODLAND MEMORIAL HOSPITAL,20004,2000,Private,0.022702538,Comparable
AGNEWS STATE HOSPITAL,20014,2001,Public,-0.010488103,State Hospitals
ALAMEDA COUNTY MEDICAL CENTER,20014,2001,Public,0.219432597,Comparable
ALAMEDA HOSPITAL,20014,2001,Private,-0.091359445,Comparable
ALHAMBRA HOSPITAL,20014,2001,Private,0.096573938,Comparable
ALTA BATES SUMMIT MED CTR-ALTA BATES,20014,2001,Private,-0.083423277,Comparable
ALTA HOSPITAL DISTRICT,20012,2001,Public,-0.506660224,Comparable
ALVARADO HOSPITAL MEDICAL CENTER,20014,2001,Private,0.228723091,Comparable
ALVARADO PARKWAY INSTITUTE BHS,20014,2001,Private,0.112765089,Comparable
AMERICAN RECOVERY CENTER,20014,2001,Private,0.015741257,Comparable
ANACAPA HOSPITAL,20014,2001,Private,0.171939416,Comparable
ANAHEIM GENERAL HOSPITAL,20014,2001,Private,-0.164465177,Comparable
ANAHEIM MEMORIAL MEDICAL CENTER,20014,2001,Private,0.004036321,Comparable
ANTELOPE VALLEY HOSPITAL MEDICAL CENTER,20014,2001,Public,0.027868263,Comparable
ARROWHEAD REGIONAL MEDICAL CENTER,20014,2001,Public,-0.011314077,Comparable
ARROYO GRANDE COMMUNITY HOSPITAL,20014,2001,Private,0.106452845,Comparable
ATASCADERO STATE HOSPITAL,20014,2001,Public,-0.011324018,State Hospitals
AURORA CHARTER OAK,20014,2001,Private,0.198755487,Comparable
AURORA SAN DIEGO,20014,2001,Private,0.249986669,Comparable
AURORA VISTA DEL MAR HOSPITAL,20014,2001,Private,-0.106347845,Comparable
BAKERSFIELD HEART HOSPITAL,20014,2001,Private,0.113551945,Comparable
BAKERSFIELD MEMORIAL HOSPITAL,20014,2001,Private,-0.002791286,Comparable
BARLOW HOSPITAL,20014,2001,Private,-0.140178,Comparable
BARSTOW COMMUNITY HOSPITAL,20014,2001,Private,0.279690886,Comparable
BARTON MEMORIAL HOSPITAL,20014,2001,Private,0.18313473,Comparable
BEAR VALLEY COMMUNITY HOSPITAL,20014,2001,Public,-0.112351366,Comparable
BELLFLOWER MEDICAL CENTER,20014,2001,Private,0.208610294,Comparable
BETTY FORD CENTER OF EISENHOWER,20014,2001,Private,-0.021671494,Comparable
BEVERLY HOSPITAL,20014,2001,Private,0.006172904,Comparable
BHC ALHAMBRA HOSPITAL,20014,2001,Private,0.157350841,Comparable
BIGGS-GRIDLEY MEMORIAL HOSPITAL,20014,2001,Private,-0.145341937,Comparable
BREA COMMUNITY HOSPITAL,20014,2001,Private,-0.574991239,Comparable
BROTMAN MEDICAL CENTER,20014,2001,Private,0.097097013,Comparable
BUTTE COUNTY MENTAL HEALTH - PHF,20014,2001,Public,0,Psychiatric Health Facilities
CALIFORNIA HOSPITAL MEDICAL CENTER,20014,2001,Private,0.019505917,Comparable
CALIFORNIA PACIFIC MEDICAL CENTER,20014,2001,Private,0.17042519,Comparable
CANYON RIDGE HOSPITAL,20014,2001,Private,0.029100678,Comparable
CASA COLINA HOSPITAL FOR REHABILITATIVE,20014,2001,Private,-0.076713115,Comparable
CATALINA ISLAND MEDICAL CENTER,20014,2001,Private,-0.053349904,Comparable
CEDAR VISTA HOSPITAL,20014,2001,Private,0.065907807,Comparable
CEDARS-SINAI MEDICAL CENTER,20014,2001,Private,0.042667574,Comparable
CENTINELA FREEMAN M.C-MEMORIAL,20014,2001,Private,-0.147857923,Comparable
CENTINELA FREEMAN MED CTR-CENTINELA,20014,2001,Private,0.278286461,Comparable
CENTINELA FREEMAN MED CTR-MARINA,20014,2001,Private,-0.091650913,Comparable
CENTRAL VALLEY GENERAL HOSPITAL,20014,2001,Private,0.018135167,Comparable
CENTRAL VALLEY ORTHOPEDIC & SPINE INST,20014,2001,Private,-0.299879506,Comparable
CENTURY CITY DOCTORS HOSPITAL,20014,2001,Private,0.00723621,Comparable
CHAPMAN MEDICAL CENTER,20014,2001,Private,0.094550138,Comparable
CHILDRENS HOSP & RESEARCH CTR OAKLAND,20014,2001,Private,-0.016849796,Comparable
CHILDRENS HOSP CENTRAL CALIF,20014,2001,Private,0.031044686,Comparable
CHILDRENS HOSPITAL AT MISSION,20014,2001,Private,-0.016257404,Comparable
CHILDRENS HOSPITAL OF LOS ANGELES,20014,2001,Private,0.04578831,Comparable
CHILDRENS HOSPITAL OF ORANGE COUNTY,20014,2001,Private,0.031939969,Comparable
CHILDRENS HOSPITAL-SAN DIEGO,20014,2001,Private,-0.041492346,Comparable
CHILDRENS RECOVERY CENTER OF NORTHERN CA,20014,2001,Private,-0.005884952,Comparable
CHINESE HOSPITAL,20014,2001,Private,0.0796887,Comparable
CHINO VALLEY MEDICAL CENTER,20014,2001,Private,0.040301368,Comparable
CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,20014,2001,Public,0.00026398,Comparable
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,20014,2001,Private,-0.042836481,Comparable
CITY OF ANGELS,20014,2001,Private,0.019837591,Comparable
CITY OF HOPE NATIONAL MEDICAL CENTER,20014,2001,Private,0.069131023,Comparable
CLOVIS COMMUNITY HOSPITAL,20014,2001,Private,0.088294798,Comparable
COALINGA REGIONAL MEDICAL CENTER,20014,2001,Public,-0.014394557,Comparable
COAST PLAZA DOCTORS HOSPITAL,20014,2001,Private,0.16187899,Comparable
COASTAL COMMUNITIES HOSPITAL,20014,2001,Private,0.052964199,Comparable
COLLEGE HOSPITAL,20014,2001,Private,-0.022928376,Comparable
COLLEGE HOSPITAL COSTA MESA,20014,2001,Private,0.061921936,Comparable
COLORADO RIVER MEDICAL CENTER,20014,2001,Private,0.190331121,Comparable
COLUSA REGIONAL MEDICAL CENTER,20014,2001,Private,0.001480149,Comparable
COMMUNITY & MISSION HOSP-HTG PARK,20014,2001,Private,0.126513939,Comparable
COMMUNITY HOSPITAL OF LONG BEACH,20014,2001,Private,-0.469820956,Comparable
COMMUNITY HOSPITAL OF LOS GATOS,20014,2001,Private,0.101068838,Comparable
COMMUNITY HOSPITAL OF MONTEREY PENINSULA,20014,2001,Private,0.102543833,Comparable
COMMUNITY HOSPITAL OF SAN BERNARDINO,20014,2001,Private,0.015560066,Comparable
COMMUNITY MEM HOSP-SAN BUENAVENTURA,20014,2001,Private,0.063542325,Comparable
COMMUNITY REGIONAL MEDICAL CENTER,20014,2001,Private,0.06869775,Comparable
CONTINENTAL REHAB HOSP FOR SAN DIEGO,20014,2001,Private,0.031844398,Comparable
CONTRA COSTA REGIONAL MEDICAL CENTER,20014,2001,Public,0.000103157,Comparable
CORCORAN DISTRICT HOSPITAL,20014,2001,Public,-0.197396753,Comparable
CORONA REGIONAL MEDICAL CENTER,20014,2001,Private,0.11959086,Comparable
DAMERON HOSPITAL,20014,2001,Private,0.076682911,Comparable
DEL AMO HOSPITAL,20014,2001,Private,0.069932526,Comparable
DELANO REGIONAL MEDICAL CENTER,20014,2001,Private,0.264833669,Comparable
DESERT REGIONAL MEDICAL CENTER,20014,2001,Private,0.309269683,Comparable
DESERT VALLEY HOSPITAL,20014,2001,Private,0.058372526,Comparable
DOCTORS HOSPITAL OF MANTECA,20014,2001,Private,0.302302313,Comparable
DOCTORS HOSPITAL OF WEST COVINA,20014,2001,Private,0.100228046,Comparable
DOCTORS MEDICAL CENTER,20014,2001,Private,0.391111305,Comparable
DOCTORS MEDICAL CENTER - PINOLE,20012,2001,Private,0.068203522,Comparable
DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,20014,2001,Private,0.040967003,Comparable
DOS PALOS MEMORIAL HOSPITAL,20014,2001,Private,0.059431265,Comparable
DOWNEY COMMUNITY HOSPITAL,20014,2001,Private,-0.412444127,Comparable
DRS MEDICAL CENTER - SAN PABLO-PINOLE,20014,2001,Private,0.093535612,Comparable
E & L MILLER CHILDRENS HOSPITAL,20014,2001,Private,-0.294003391,Comparable
EAST LOS ANGELES DOCTORS HOSPITAL,20014,2001,Private,0.0364567,Comparable
EAST VALLEY HOSPITAL MED CTR,20014,2001,Private,-0.066886353,Comparable
EASTERN PLUMAS HEALTH CARE,20014,2001,Public,0.019251858,Comparable
EDEN MEDICAL CENTER,20014,2001,Private,0.05420125,Comparable
EISENHOWER MEDICAL CENTER,20014,2001,Private,0.020756006,Comparable
EL CAMINO HOSPITAL,20014,2001,Private,0.050903002,Comparable
EL CENTRO REGIONAL MEDICAL CENTER,20014,2001,Public,0.044632798,Comparable
EL DORADO COUNTY MENTAL HEALTH - PHF,20014,2001,Public,-0.047545605,Psychiatric Health Facilities
ELASTAR COMMUNITY HOSPITAL,20014,2001,Private,-0.253103364,Comparable
EMANUEL MEDICAL CENTER,20014,2001,Private,-0.209632231,Comparable
ENCINO TARZANA REGIONAL MEDICAL CENTER,20014,2001,Private,0.107768577,Comparable
ENCINO TARZANA REGIONAL MEDICAL CENTER,20014,2001,Private,0.161298962,Comparable
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,20014,2001,Private,0.00115458,Comparable
FAIRCHILD MEDICAL CENTER,20014,2001,Private,0.02724079,Comparable
FAIRVIEW DEVELOPMENTAL CENTER,20014,2001,Public,-0.000235666,State Hospitals
FALLBROOK HOSPITAL DISTRICT,20014,2001,Public,0.212200623,Comparable
FEATHER RIVER HOSPITAL,20014,2001,Private,-0.027370922,Comparable
