FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin
SANTA ROSA MEMORIAL HOSPITAL,20004,2000,Private,0.07460006
SANTA TERESITA HOSPITAL,20004,2000,Private,-0.028674068
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20004,2000,Private,-0.222997046
SCRIPPS GREEN HOSPITAL,20004,2000,Private,0.031770639
SCRIPPS HOSPITAL - EAST COUNTY,20002,2000,Private,-0.427512764
SCRIPPS MEMORIAL HOSPITAL - CHULA VISTA,20004,2000,Private,-0.20219842
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20004,2000,Private,-0.022007172
SCRIPPS MEMORIAL HOSPITAL-LA JOLLA,20004,2000,Private,-0.025678702
SCRIPPS MERCY HOSPITAL,20004,2000,Private,-0.008053952
SELMA DISTRICT HOSPITAL,20004,2000,Private,-0.210324557
SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,20004,2000,Public,0.129460396
SENECA HEALTHCARE DISTRICT,20004,2000,Public,-0.054736923
SEQUOIA HOSPITAL,20004,2000,Private,0.077153997
SETON MEDICAL CENTER,20004,2000,Private,-0.002530845
SETON MEDICAL CENTER - COASTSIDE,20004,2000,Private,-0.138590141
SHARP CABRILLO HOSPITAL,20004,2000,Private,0.201971214
SHARP CHULA VISTA MEDICAL CENTER,20004,2000,Private,0.034669266
SHARP CORONADO HOSPITAL & HEALTHCARE CTR,20004,2000,Private,-0.00101792
SHARP MARY BIRCH HOSPITAL FOR WOMEN,20004,2000,Private,0.137264232
SHARP MEMORIAL HOSPITAL,20004,2000,Private,0.100070983
SHARP VISTA PACIFICA,20004,2000,Private,-0.204457781
SHASTA CO MENTAL HEALTH SERVICES- PHF,20004,2000,Public,3.15397E-07
SHASTA REGIONAL MEDICAL CENTER,20004,2000,Private,0.357829566
SHERMAN OAKS HOSPITAL & HEALTH CENTER,20004,2000,Private,0.080158841
SHRINERS HOSPITAL FOR CHILDREN,20004,2000,Private,-182.4301509
SHRINERS HOSPITALS FOR CHILDREN NORTHERN,20004,2000,Private,#DIV/0!
SIERRA KINGS DISTRICT HOSPITAL,20004,2000,Public,-0.061040217
SIERRA NEVADA MEMORIAL HOSPITAL,20004,2000,Private,0.092310615
SIERRA VALLEY DISTRICT HOSPITAL,20004,2000,Public,-0.149827237
SIERRA VIEW DISTRICT HOSPITAL,20004,2000,Public,-0.041280891
SIERRA VISTA HOSPITAL,20004,2000,Private,0.141053684
SIERRA VISTA REGIONAL MEDICAL CENTER,20004,2000,Private,0.191469131
SIMI VALLEY HOSP & HLTH SVCS-SYCAMORE,20004,2000,Private,-0.092922091
SONOMA DEVELOPMENTAL CENTER,20004,2000,Public,0.000398824
SONOMA VALLEY HOSPITAL,20004,2000,Public,-0.039169071
SONORA COMMUNITY HOSPITAL - FOREST,20004,2000,Private,0.014109453
SOUTH BAY COMMUNITY HOSPITAL,20004,2000,Private,-0.014983055
SOUTH COAST MEDICAL CENTER,20004,2001,Private,0.016389292
SOUTHERN INYO HOSPITAL,20004,2001,Public,-0.001614938
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,20004,2001,Private,0.281276494
SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,20004,2001,Private,0.134760184
ST. AGNES MEDICAL CENTER,20004,2001,Private,0.144757326
ST. BERNARDINE MEDICAL CENTER,20004,2001,Private,0.033400742
ST. ELIZABETH COMMUNITY HOSPITAL,20004,2001,Private,0.126739578
ST. FRANCIS MED CTR-SANTA BARBARA,20004,2001,Private,-0.07327941
ST. FRANCIS MEDICAL CENTER,20004,2001,Private,0.123681517
ST. FRANCIS MEMORIAL HOSPITAL,20004,2001,Private,0.057877681
ST. HELENA HOSPITAL,20004,2001,Private,0.005826178
ST. HELENA HOSPITAL BEH HLT CTR,20004,2001,Private,0.021994077
ST. JOHNS HOSPITAL AND HEALTH CENTER,20004,2001,Private,0.092566579
ST. JOHNS PLEASANT VALLEY HOSPITAL,20004,2001,Private,0.032374574
ST. JOHNS REGIONAL MEDICAL CENTER,20004,2001,Private,0.068621139
ST. JOSEPH HOSPITAL - EUREKA,20004,2001,Private,-0.105852293
ST. JOSEPH HOSPITAL - ORANGE,20004,2001,Private,-0.018233096
ST. JOSEPHS BEHAVIORAL HEALTH CENTER,20004,2001,Private,0.048247786
ST. JOSEPHS MEDICAL CENTER OF STOCKTON,20004,2001,Private,-0.056296841
ST. JUDE MEDICAL CENTER,20004,2001,Private,0.152966827
ST. LOUISE REGIONAL HOSPITAL,20004,2001,Private,-0.105281566
ST. LUKE MEDICAL CENTER,20004,2001,Private,-0.126802556
ST. LUKES HOSPITAL,20004,2001,Private,0.11447772
ST. MARY  MEDICAL CENTER,20004,2001,Private,0.04052918
ST. MARY MEDICAL CENTER,20004,2001,Private,-0.135103499
ST. MARYS MEDICAL CENTER,20004,2001,Private,-0.105788622
ST. ROSE HOSPITAL,20004,2001,Private,-0.219457696
ST. VINCENT MEDICAL CENTER,20004,2001,Private,0.108574968
STANFORD UNIVERSITY HOSPITAL,20004,2001,Private,-0.128694966
STANISLAUS BEHAVIORNAL HEALTH CENTER,20004,2001,Public,0.051328849
STANISLAUS SURG CENTER,20004,2001,Private,-0.180174578
STAR VIEW ADOLESCENT - PHF,20004,2001,Private,0.500447199
SUBURBAN MEDICAL CENTER,20004,2001,Private,0.331762544
SUMMIT MEDICAL CENTER,20004,2001,Private,-0.085214427
SUN HEALTH ROBERT H BALLARD REHAB HSP,20004,2001,Private,0.18940816
SURPRISE VALLEY COMMUNITY HOSPITAL,20004,2001,Public,-0.009021709
SUTTER AMADOR HOSPITAL,20004,2001,Private,0.041405001
SUTTER AMADOR HOSPITAL (OLD),20002,2001,Private,0.129507752
SUTTER AUBURN FAITH HOSPITAL,20004,2001,Private,0.069995562
SUTTER CENTER FOR PSYCHIATRY,20004,2001,Private,0.045513513
SUTTER COAST HOSPITAL,20004,2001,Private,-0.023287771
SUTTER DAVIS HOSPITAL,20004,2001,Private,0.013778906
SUTTER DELTA MEDICAL CENTER,20004,2001,Private,0.118839629
SUTTER LAKESIDE HOSPITAL,20004,2001,Private,-0.021695811
SUTTER MATERNITY & SURGERY CENTER,20004,2001,Private,-0.010266736
SUTTER MEDICAL CENTER OF SANTA ROSA,20004,2001,Private,-0.093903153
SUTTER MEDICAL CENTER-SACRAMENTO,20004,2001,Private,0.133481484
SUTTER ROSEVILLE MEDICAL CENTER,20004,2001,Private,0.116871984
SUTTER SOLANO MEDICAL CENTER,20004,2001,Private,0.097598586
SUTTER TRACY COMMUNITY HOSPITAL,20004,2001,Private,0.206491745
SUTTER WARRACK HOSPITAL,20004,2001,Private,-0.09986316
SUTTER-YUBA - PHF,20004,2001,Public,-0.178998992
TAHOE FOREST HOSPITAL,20004,2001,Public,0.020890683
TARZANA TREATMENT CENTER,20004,2001,Private,-0.012951567
TEHACHAPI HOSPITAL,20004,2001,Public,-0.125153764
TELECARE SOLANO - PHF,20004,2001,Private,0.04754541
TEMPLE COMMUNITY HOSPITAL,20004,2001,Private,0.01094875
THE HEART HOSPITAL,20004,2001,Private,0.296488955
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20004,2001,Private,0.071709492
TOM REDGATE MEMORIAL RECOVERY CENTER,20004,2001,Private,-0.06295698
TORRANCE MEMORIAL MEDICAL CENTER,20004,2001,Private,0.113136348
TRI-CITY MEDICAL CENTER,20004,2001,Public,-0.03935064
TRI-CITY REGIONAL MEDICAL CENTER,20004,2001,Private,0.052286623
TRINITY GENERAL HOSPITAL,20004,2001,Public,-0.052438756
TULARE DISTRICT HOSPITAL,20004,2001,Public,-0.085634707
TUOLUMNE GENERAL HOSPITAL,20004,2001,Public,0.03537779
TUSTIN HOSPITAL MEDICAL CENTER,20004,2001,Private,-0.508553551
TUSTIN REHABILITATION HOSPITAL,20004,2001,Private,0.00504101
TWIN CITIES COMMUNITY HOSPITAL,20004,2001,Private,0.235169992
UCLA MEDICAL CENTER,20004,2001,Private,0.023667018
UCSF MEDICAL CENTER,20004,2001,Private,-0.06584406
UKIAH VALLEY MEDICAL CENTER,20004,2001,Private,-0.027367489
UNIVERSITY OF CALIF - SAN DIEGO MED CTR,20004,2001,Private,0.193936114
UNIVERSITY OF CALIFORNIA DAVIS MED CTR,20004,2001,Private,0.18853235
UNIVERSITY OF CALIFORNIA IRVINE MED CTR,20004,2001,Private,0.211943307
USC KENNETH NORRIS JR. CANCER HOSPITAL,20004,2001,Private,0.038627146
USC UNIVERSITY HOSPITAL,20004,2001,Private,0.221360442
VACA VALLEY HOSPITAL,20004,2001,Private,0.281369183
VALLEY MEMORIAL HOSPITAL,20004,2001,Private,0.035059846
VALLEY PLAZA DOCTORS HOSPITAL,20004,2001,Private,0.134436407
VALLEY PRESBYTERIAN HOSPITAL,20004,2001,Private,0.032960667
VAN NUYS HOSPITAL,20004,2001,Private,0.212860974
VENTURA COUNTY MEDICAL CENTER,20004,2001,Public,0.222730054
VERDUGO HILLS HOSPITAL,20004,2001,Private,-0.031591836
VICTOR VALLEY COMMUNITY HOSPITAL,20004,2001,Private,-0.055095768
WALNUT CREEK HOSPITAL,20001,2001,Private,-0.160890135
WASHINGTON HOSPITAL - FREMONT,20004,2001,Public,0.084801864
WATSONVILLE COMMUNITY HOSPITAL,20004,2001,Private,0.073803216
WEST ANAHEIM MEDICAL CENTER,20004,2001,Private,0.135364939
WEST HILLS HOSPITAL & MEDICAL CENTER,20004,2001,Private,-0.039046997
WESTERN MEDICAL CENTER-ANAHEIM,20004,2001,Private,-0.0520739
WESTERN MEDICAL CENTER-SANTA ANA,20004,2001,Private,0.19045184
WHITE MEMORIAL MEDICAL CENTER,20004,2001,Private,0.193580718
WHITTIER HOSPITAL MEDICAL CENTER,20004,2001,Private,0.158356023
WOODLAND MEMORIAL HOSPITAL,20004,2001,Private,0.022702538
AGNEWS STATE HOSPITAL,20014,2001,Public,-0.010488103
ALAMEDA COUNTY MEDICAL CENTER,20014,2001,Public,0.219432597
ALAMEDA HOSPITAL,20014,2001,Private,-0.091359445
ALHAMBRA HOSPITAL,20014,2001,Private,0.096573938
ALTA BATES SUMMIT MED CTR-ALTA BATES,20014,2001,Private,-0.083423277
ALTA HOSPITAL DISTRICT,20012,2001,Public,-0.506660224
ALVARADO HOSPITAL MEDICAL CENTER,20014,2001,Private,0.228723091
ALVARADO PARKWAY INSTITUTE BHS,20014,2001,Private,0.112765089
AMERICAN RECOVERY CENTER,20014,2001,Private,0.015741257
ANACAPA HOSPITAL,20014,2001,Private,0.171939416
ANAHEIM GENERAL HOSPITAL,20014,2001,Private,-0.164465177
ANAHEIM MEMORIAL MEDICAL CENTER,20014,2001,Private,0.004036321
ANTELOPE VALLEY HOSPITAL MEDICAL CENTER,20014,2001,Public,0.027868263
ARROWHEAD REGIONAL MEDICAL CENTER,20014,2001,Public,-0.011314077
ARROYO GRANDE COMMUNITY HOSPITAL,20014,2001,Private,0.106452845
ATASCADERO STATE HOSPITAL,20014,2001,Public,-0.011324018
AURORA CHARTER OAK,20014,2001,Private,0.198755487
AURORA SAN DIEGO,20014,2001,Private,0.249986669
AURORA VISTA DEL MAR HOSPITAL,20014,2001,Private,-0.106347845
BAKERSFIELD HEART HOSPITAL,20014,2001,Private,0.113551945
BAKERSFIELD MEMORIAL HOSPITAL,20014,2001,Private,-0.002791286
BARLOW HOSPITAL,20014,2001,Private,-0.140178
BARSTOW COMMUNITY HOSPITAL,20014,2001,Private,0.279690886
BARTON MEMORIAL HOSPITAL,20014,2001,Private,0.18313473
BEAR VALLEY COMMUNITY HOSPITAL,20014,2001,Public,-0.112351366
BELLFLOWER MEDICAL CENTER,20014,2001,Private,0.208610294
BETTY FORD CENTER OF EISENHOWER,20014,2001,Private,-0.021671494
BEVERLY HOSPITAL,20014,2001,Private,0.006172904
BHC ALHAMBRA HOSPITAL,20014,2001,Private,0.157350841
BIGGS-GRIDLEY MEMORIAL HOSPITAL,20014,2001,Private,-0.145341937
BREA COMMUNITY HOSPITAL,20014,2001,Private,-0.574991239
BROTMAN MEDICAL CENTER,20014,2001,Private,0.097097013
BUTTE COUNTY MENTAL HEALTH - PHF,20014,2001,Public,0
CALIFORNIA HOSPITAL MEDICAL CENTER,20014,2001,Private,0.019505917
CALIFORNIA PACIFIC MEDICAL CENTER,20014,2001,Private,0.17042519
CANYON RIDGE HOSPITAL,20014,2001,Private,0.029100678
CASA COLINA HOSPITAL FOR REHABILITATIVE,20014,2001,Private,-0.076713115
CATALINA ISLAND MEDICAL CENTER,20014,2001,Private,-0.053349904
CEDAR VISTA HOSPITAL,20014,2001,Private,0.065907807
CEDARS-SINAI MEDICAL CENTER,20014,2001,Private,0.042667574
CENTINELA FREEMAN M.C-MEMORIAL,20014,2001,Private,-0.147857923
CENTINELA FREEMAN MED CTR-CENTINELA,20014,2001,Private,0.278286461
CENTINELA FREEMAN MED CTR-MARINA,20014,2001,Private,-0.091650913
CENTRAL VALLEY GENERAL HOSPITAL,20014,2001,Private,0.018135167
CENTRAL VALLEY ORTHOPEDIC & SPINE INST,20014,2001,Private,-0.299879506
CENTURY CITY DOCTORS HOSPITAL,20014,2001,Private,0.00723621
CHAPMAN MEDICAL CENTER,20014,2001,Private,0.094550138
CHILDRENS HOSP & RESEARCH CTR OAKLAND,20014,2001,Private,-0.016849796
CHILDRENS HOSP CENTRAL CALIF,20014,2001,Private,0.031044686
CHILDRENS HOSPITAL AT MISSION,20014,2001,Private,-0.016257404
CHILDRENS HOSPITAL OF LOS ANGELES,20014,2001,Private,0.04578831
CHILDRENS HOSPITAL OF ORANGE COUNTY,20014,2001,Private,0.031939969
CHILDRENS HOSPITAL-SAN DIEGO,20014,2001,Private,-0.041492346
CHILDRENS RECOVERY CENTER OF NORTHERN CA,20014,2001,Private,-0.005884952
CHINESE HOSPITAL,20014,2001,Private,0.0796887
CHINO VALLEY MEDICAL CENTER,20014,2001,Private,0.040301368
CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,20014,2001,Public,0.00026398
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,20014,2001,Private,-0.042836481
CITY OF ANGELS,20014,2001,Private,0.019837591
CITY OF HOPE NATIONAL MEDICAL CENTER,20014,2001,Private,0.069131023
CLOVIS COMMUNITY HOSPITAL,20014,2001,Private,0.088294798
COALINGA REGIONAL MEDICAL CENTER,20014,2001,Public,-0.014394557
COAST PLAZA DOCTORS HOSPITAL,20014,2001,Private,0.16187899
COASTAL COMMUNITIES HOSPITAL,20014,2001,Private,0.052964199
COLLEGE HOSPITAL,20014,2001,Private,-0.022928376
COLLEGE HOSPITAL COSTA MESA,20014,2001,Private,0.061921936
COLORADO RIVER MEDICAL CENTER,20014,2001,Private,0.190331121
COLUSA REGIONAL MEDICAL CENTER,20014,2001,Private,0.001480149
COMMUNITY & MISSION HOSP-HTG PARK,20014,2001,Private,0.126513939
COMMUNITY HOSPITAL OF LONG BEACH,20014,2001,Private,-0.469820956
COMMUNITY HOSPITAL OF LOS GATOS,20014,2001,Private,0.101068838
COMMUNITY HOSPITAL OF MONTEREY PENINSULA,20014,2001,Private,0.102543833
COMMUNITY HOSPITAL OF SAN BERNARDINO,20014,2001,Private,0.015560066
COMMUNITY MEM HOSP-SAN BUENAVENTURA,20014,2001,Private,0.063542325
COMMUNITY REGIONAL MEDICAL CENTER,20014,2001,Private,0.06869775
CONTINENTAL REHAB HOSP FOR SAN DIEGO,20014,2001,Private,0.031844398
CONTRA COSTA REGIONAL MEDICAL CENTER,20014,2001,Public,0.000103157
CORCORAN DISTRICT HOSPITAL,20014,2001,Public,-0.197396753
CORONA REGIONAL MEDICAL CENTER,20014,2001,Private,0.11959086
DAMERON HOSPITAL,20014,2001,Private,0.076682911
DEL AMO HOSPITAL,20014,2001,Private,0.069932526
DELANO REGIONAL MEDICAL CENTER,20014,2001,Private,0.264833669
DESERT REGIONAL MEDICAL CENTER,20014,2001,Private,0.309269683
DESERT VALLEY HOSPITAL,20014,2001,Private,0.058372526
DOCTORS HOSPITAL OF MANTECA,20014,2001,Private,0.302302313
DOCTORS HOSPITAL OF WEST COVINA,20014,2001,Private,0.100228046
DOCTORS MEDICAL CENTER,20014,2001,Private,0.391111305
DOCTORS MEDICAL CENTER - PINOLE,20012,2001,Private,0.068203522
DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,20014,2001,Private,0.040967003
DOS PALOS MEMORIAL HOSPITAL,20014,2001,Private,0.059431265
DOWNEY COMMUNITY HOSPITAL,20014,2001,Private,-0.412444127
DRS MEDICAL CENTER - SAN PABLO-PINOLE,20014,2001,Private,0.093535612
E & L MILLER CHILDRENS HOSPITAL,20014,2001,Private,-0.294003391
EAST LOS ANGELES DOCTORS HOSPITAL,20014,2001,Private,0.0364567
EAST VALLEY HOSPITAL MED CTR,20014,2001,Private,-0.066886353
EASTERN PLUMAS HEALTH CARE,20014,2001,Public,0.019251858
EDEN MEDICAL CENTER,20014,2001,Private,0.05420125
EISENHOWER MEDICAL CENTER,20014,2001,Private,0.020756006
EL CAMINO HOSPITAL,20014,2001,Private,0.050903002
EL CENTRO REGIONAL MEDICAL CENTER,20014,2001,Public,0.044632798
EL DORADO COUNTY MENTAL HEALTH - PHF,20014,2001,Public,-0.047545605
ELASTAR COMMUNITY HOSPITAL,20014,2001,Private,-0.253103364
EMANUEL MEDICAL CENTER,20014,2001,Private,-0.209632231
ENCINO TARZANA REGIONAL MEDICAL CENTER,20014,2001,Private,0.107768577
ENCINO TARZANA REGIONAL MEDICAL CENTER,20014,2001,Private,0.161298962
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,20014,2001,Private,0.00115458
FAIRCHILD MEDICAL CENTER,20014,2001,Private,0.02724079
FAIRVIEW DEVELOPMENTAL CENTER,20014,2001,Public,-0.000235666
FALLBROOK HOSPITAL DISTRICT,20014,2001,Public,0.212200623
FEATHER RIVER HOSPITAL,20014,2001,Private,-0.027370922
FOOTHILL PRESBYTERIAN HOSPITAL,20014,2001,Private,0.018358169
FOUNTAIN VALLEY RGNL HOSP & MC-EUCLID,20014,2001,Private,0.119596474
FRANK R HOWARD MEMORIAL HOSPITAL,20014,2001,Private,0.026269026
FREMONT HOSPITAL,20014,2001,Private,0.070103951
FREMONT HOSPITAL,20014,2001,Private,0.160983456
FRENCH HOSPITAL MEDICAL CENTER,20014,2001,Private,0.073723557
FRESNO COUNTY - PHF,20014,2001,Public,-1.938273809
FRESNO SURGERY CENTER,20014,2001,Private,0.116254562
GARDEN GROVE HOSPITAL & MEDICAL CENTER,20014,2001,Private,0.106204786
GARFIELD MEDICAL CENTER,20014,2001,Private,0.290963394
GATEWAYS HOSPITAL AND MENTAL HEALTH CTR,20014,2001,Private,0.07611368
GEORGE L. MEE MEMORIAL HOSPITAL,20014,2001,Private,0.062088562
GLENDALE ADVENTIST MEDICAL CENTER,20014,2001,Private,0.000902645
GLENDALE MEMORIAL HOSPITAL & HEALTH CTR,20014,2001,Private,0.03379735
GLENN MEDICAL CENTER,20014,2001,Private,-0.008658734
GOLETA VALLEY COTTAGE HOSPITAL,20014,2001,Private,-0.022586831
GOOD SAMARITAN HOSPITAL -  BAKERSFIELD,20014,2001,Private,-0.34572232
GOOD SAMARITAN HOSPITAL - LA,20014,2001,Private,0.018410434
GOOD SAMARITAN HOSPITAL - SAN JOSE,20014,2001,Private,0.014298113
GRANADA HILLS COMMUNITY HOSPITAL,20014,2001,Private,-0.068262661
GREATER EL MONTE COMMUNITY HOSPITAL,20014,2001,Private,-0.098683205
GROSSMONT HOSPITAL,20014,2001,Private,0.075865132
HANFORD COMMUNITY HOSPITAL,20014,2001,Private,0.05196014
HAZEL HAWKINS MEMORIAL HOSPITAL,20014,2001,Public,0.029754961
HEALDSBURG DISTRICT HOSPITAL,20014,2001,Public,-0.228936102
HEALTHBRIDGE CHILDRENS REHAB,20014,2001,Private,0.049765581
HEALTHSOUTH BAKERSFIELD REG REHAB HOSP,20014,2001,Private,0.350832168
HEBREW HOME FOR THE AGED DISABLED,20014,2001,Private,-0.191349339
HEMET VALLEY MEDICAL CENTER,20014,2001,Public,0.102316106
HENRY MAYO NEWHALL MEMORIAL HOSPITAL,20014,2001,Private,-0.05795545
HERITAGE OAKS HOSPITAL,20014,2001,Private,0.143144717
HI-DESERT MEDICAL CENTER,20014,2001,Public,0.027678871
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20014,2001,Private,0.162654243
HOLLYWOOD COMMUNITY HOSP OF HOLLYWOOD,20014,2001,Private,0.123529916
HOLLYWOOD PRESBYTERIAN MEDICAL CTR,20014,2001,Private,0.121836119
HUNTINGTON BEACH HOSPITAL,20014,2001,Private,-0.080477254
HUNTINGTON MEMORIAL HOSPITAL,20014,2001,Private,0.018751025
INDIAN VALLEY HOSPITAL,20014,2001,Public,-0.014269541
IRVINE MEDICAL CENTER,20014,2001,Private,-0.004229277
JEROLD PHELPS COMMUNITY HOSPITAL,20014,2001,Public,-0.082693448
JOHN C FREMONT HEALTHCARE DISTRICT,20014,2001,Public,0.034110186
JOHN F. KENNEDY MEMORIAL HOSPITAL,20014,2001,Private,0.214645368
JOHN MUIR BEHAVIORAL HEALTH CENTER,20014,2001,Private,0.123814181
JOHN MUIR MED CTR-CONCORD CAMPUS,20014,2001,Private,0.08262558
JOHN MUIR MED CTR-WALNUT CREEK CAMPUS,20014,2001,Private,0.060558493
KAISER FND HOSP - SANTA TERESA COMMUNITY,20014,2001,Private,#DIV/0!
KAISER FND HOSP REHAB CTR - VALLEJO,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - BALDWIN PARK,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - BELLFLOWER,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - FONTANA,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - FRESNO,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - GEARY (S.F.),20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - HARBOR CITY,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - HAYWARD,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - OAKLAND CAMPUS,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - PANORAMA CITY,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - REDWOOD CITY,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - RIVERSIDE,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SACRAMENTO,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SAN DIEGO,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SAN RAFAEL,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA CLARA,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA ROSA,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SO SAN FRANCISCO,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SOUTH SACRAMENTO,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - SUNSET,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - WALNUT CREEK,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - WEST LA,20014,2001,Private,#DIV/0!
KAISER FND HOSPITAL - WOODLAND HILLS,20014,2001,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - ANAHEIM,20014,2001,Private,#DIV/0!
KAISER FOUNDATION HSP-MANTECA,20014,2001,Private,-0.085322982
KAISER FOUNDATION NORTHERN REGION,20014,2001,Private,#DIV/0!
KAISER FOUNDATION SOUTHERN REGION,20014,2001,Private,#DIV/0!
KAISER PERMANENTE CHEMICAL DEP PROGRAM,20014,2001,Private,#DIV/0!
KAWEAH DELTA DISTRICT HOSPITAL,20014,2001,Public,0.017695032
KEDREN COMMUNITY MENTAL HEALTH CENTER,20014,2001,Private,0.012701669
KENTFIELD REHABILITATION CENTER,20014,2001,Private,-0.047534047
KERN MEDICAL CENTER,20014,2001,Public,0.172508821
KERN VALLEY HEALTHCARE DISTRICT,20014,2001,Public,-0.00830647
KINDRED HOSPITAL - LA MIRADA,20014,2001,Private,0.191059554
KINDRED HOSPITAL - LOS ANGELES,20014,2001,Private,0.122241731
KINDRED HOSPITAL - MODESTO,20014,2001,Private,0.158466183
KINDRED HOSPITAL - SAN DIEGO,20014,2001,Private,0.238346028
KINDRED HOSPITAL BREA,20014,2001,Private,0.109272844
KINDRED HOSPITAL ONTARIO,20014,2001,Private,0.257375056
KINDRED HOSPITAL SAN FRANCISCO BAY AREA,20014,2001,Private,0.031739669
KINDRED HOSPITAL WESTMINSTER,20014,2001,Private,0.07000584
KINDRED HOSPITAL-SACRAMENTO,20014,2001,Private,0.217553262
KINGSBURG MEDICAL HOSPITAL,20014,2001,Public,0.161111199
LA CASA PSYCHIATRIC HEALTH FACILITY,20014,2001,Private,0.091406533
LA PALMA INTERCOMMUNITY HOSPITAL,20014,2001,Private,-0.025219828
LAC/HARBOR+UCLA MEDICAL CENTER,20014,2001,Public,-0.183387918
LAC/HIGH DESERT HOSPITAL,20014,2001,Public,-0.982956116
LAC/MARTIN LUTHER KING JR. DREW MED CTR,20014,2001,Public,0.268499447
LAC/OLIVE VIEW -UCLA MED CTR,20014,2001,Public,-0.872424626
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CTR,20014,2001,Public,0.295952976
LAC/USC MEDICAL CENTER,20014,2001,Public,-0.063237501
LAGUNA HONDA HOSP & REHAB CENTER,20014,2001,Public,0.054416132
LAKEWOOD REGIONAL MEDICAL CENTER - SOUTH,20014,2001,Private,0.10555276
LANCASTER COMMUNITY HOSPITAL,20014,2001,Private,0.133630672
LANGLEY PORTER PSYCHIATRIC INSTITUTE,20014,2001,Private,0.043096274
LANTERMAN STATE HOSPITAL AND DEVELOPMENT,20014,2001,Public,-0.000410834
LAS ENCINAS HOSPITAL,20014,2001,Private,-0.328121182
LASSEN COMMUNITY HOSPITAL,20014,2001,Private,0.192907048
LITTLE CO OF MARY-SAN PEDRO HOSPITAL,20014,2001,Private,0.014122394
LITTLE COMPANY OF MARY HOSPITAL,20014,2001,Private,0.043252454
LODI MEMORIAL HOSPITAL,20014,2001,Private,0.068692507
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICIN,20014,2001,Private,0.066195814
LOMA LINDA UNIVERSITY MEDICAL CENTER,20014,2001,Private,0.031847992
LOMPOC HEALTHCARE DISTRICT,20014,2001,Public,-0.03242928
LONG BEACH MEMORIAL MEDICAL CENTER,20014,2001,Private,0.094720296
LOS ALAMITOS MEDICAL CENTER,20014,2001,Private,0.210024599
LOS ANGELES COMMUNITY HOSPITAL,20014,2001,Private,0.213863954
LOS ANGELES METROPOLITAN MEDICAL CENTER,20014,2001,Private,0.104781337
LOS ROBLES REGIONAL MEDICAL CENTER,20014,2001,Private,0.15810954
LUCILE S PACKARD CHILDRENS HOSPITAL,20014,2001,Private,0.014782367
MAD RIVER COMMUNITY HOSPITAL,20014,2001,Private,0.005967985
MADERA COMMUNITY HOSPITAL,20014,2001,Private,-0.000890314
MAMMOTH HOSPITAL,20014,2001,Public,0.114059776
